uid,note,controller_id,build_tunnel,mac_address,ip_tunnel,ip_support,pcb_version,pcb_dipswitch_value,jacks_state,sensors_fault,phases_detected,frequency_detected,firmware_version,ip_public,ip_dhcp,datetime_reboot,datetime_online,datetime_tunnel,datetime_vglms_start,datetime_button_user,datetime_button_user_long,datetime_reset,datetime_reset_long,datetime_created,tunnel_ping_time,oem,calibration_version
QTOIFYS44B,Reliable 20240820,,0,3ce4b0543a70,,172.17.2.212,5,2,0,0,,,11198,184.71.162.178,192.168.1.121,2024-11-25 17:35:10,,,2024-08-22 13:37:57,,2024-08-20 19:19:35,,,2024-08-20 19:19:35,0,,1
QWO5GSB44B,Reliable 20240820,,1,3ce0646ebad0,10.241.64.182,172.17.2.180,5,0,0,0,,,11184,209.20.60.12,192.168.111.152,2024-09-26 19:36:20,,,2024-09-26 19:47:50,2024-08-20 21:08:31,2024-04-04 12:38:24,2024-08-22 14:32:57,,2024-04-04 13:14:06,11,,1
RMWYBSB44B,Reliable 20240820 - Windsor 20241121,,0,3ce0641c5991,,172.17.2.117,5,2,0,0,,,11176,,192.168.1.214,2024-09-04 15:22:02,,,2024-08-20 18:01:46,2024-04-17 16:52:15,,2024-08-20 17:09:24,,2024-03-08 20:41:23,,,1
RXXONYS44B,Toronto Stock 20241203,,0,3ce4b0d75ef1,,172.17.2.213,5,2,0,,,,11214,209.20.60.12,192.168.111.190,2024-05-27 13:01:54,,,2024-12-03 18:01:35,2024-12-03 17:06:53,2024-12-03 16:59:53,,,2024-10-22 19:14:01,0,,1
RYTYBSB44B,Reliable 20240820,,0,3ce0641c4f11,,172.17.2.117,5,2,0,0,,,11170,,192.168.1.210,2024-09-04 15:19:55,,,2024-08-20 19:48:22,2024-09-04 15:31:44,,2024-08-20 19:44:17,,2024-08-20 17:04:50,,,1
SDZWISB44B,Reliable 20240820,,0,3ce0648b6472,,172.17.2.214,5,2,0,0,,,11170,,192.168.1.153,2024-09-04 16:03:12,,,2024-04-21 14:51:27,2024-08-20 18:44:00,2024-04-04 13:40:18,2024-08-20 18:42:38,,2024-01-23 17:34:12,,,1
SGBW7NB5AD,Reliable 20240820 - Returned 20241121,,0,60e85bfb04d2,,172.17.2.182,5,2,0,0,,,11170,,192.168.1.78,2024-09-04 15:04:25,,,2024-09-04 15:17:41,,,2024-08-20 16:43:16,,2024-08-20 16:28:49,,,1
SHRTGSB44B,Reliable 20240820,,0,3ce06469c4f2,,172.17.2.214,5,2,0,0,,,11170,,192.168.1.80,2024-09-04 15:47:02,,,2024-09-04 16:01:07,,2024-09-04 16:01:50,2024-08-20 18:56:27,,2024-08-20 17:18:22,,,1
SLWCHSB44B,Reliable 20240820,,0,3ce064715972,,172.17.2.214,5,2,0,0,,,11170,,192.168.1.139,2024-05-27 13:01:54,,,2024-08-20 17:02:16,,,2024-08-20 16:55:12,,2024-04-22 17:25:20,,,1
SQUTISB44B,Vancouver 20241022,,0,3ce06489d212,,172.17.2.118,5,2,0,0,,,11198,184.71.162.178,192.168.1.58,2024-05-27 13:01:54,,,2024-11-26 21:43:40,,,2024-08-20 20:33:47,,2024-08-20 20:14:52,0,,1
SVQWISB44B,Reliable 20240820,,1,3ce0648b42b2,10.241.64.246,172.17.2.150,5,0,7,0,,,11186,209.20.60.12,192.168.111.227,2024-10-04 16:59:57,,,2024-10-04 17:08:15,2024-10-18 15:58:10,2024-09-10 17:19:56,2024-10-18 15:58:12,,2024-04-22 17:24:20,10,,1
T7J6GSB44B,Reliable 20240820 - Winnipeg,,0,3ce0646f27f3,,172.17.2.215,5,2,0,0,,,11170,,192.168.1.32,2024-09-04 15:03:51,,,2024-09-04 15:15:46,2024-09-04 15:18:40,,2024-08-20 18:42:34,,2024-04-18 15:01:09,,,1
TA75GSB44B,Reliable 20240912,,0,3ce0646efc13,,172.17.2.119,5,2,0,0,,,11198,184.71.162.178,192.168.1.71,2024-11-25 18:34:21,,,2024-09-14 14:36:40,,2024-05-08 22:11:17,2024-09-12 17:41:35,,2024-04-22 17:53:31,0,,1
TAN5GSB44B,Dee Murphy for display 20241206,,0,3ce0646eb413,,172.17.2.119,5,2,0,0,,,11214,209.20.60.12,192.168.111.127,2024-12-03 17:37:30,,,2024-09-14 15:24:05,2024-09-14 17:41:04,2024-09-14 17:47:53,2024-09-12 17:28:02,,2024-04-04 15:08:49,0,,1
TGK5GSB44B,Reliable 20240820,,0,3ce0646ea8d3,,172.17.2.183,5,2,0,0,,,11170,,192.168.1.69,2024-05-27 13:01:54,,,2024-09-04 15:14:56,,,,,2024-08-20 20:35:07,,,1
TPR3Z5B6YE,Reliable 20240820,,0,98f07b9dc5f3,,172.17.2.215,5,2,0,0,,,11198,184.71.162.178,192.168.1.32,2024-11-27 16:52:57,,,2024-09-04 17:03:46,2024-09-04 17:05:29,,2024-08-22 14:53:41,,2024-07-16 12:16:32,0,,1
TXWYBSB44B,Reliable 20240912,,1,3ce0641c5af3,10.241.65.6,172.17.2.215,5,2,0,0,,,11198,184.71.162.178,192.168.1.173,2024-11-26 23:48:39,,,2024-09-12 17:54:41,2024-04-17 15:49:57,2024-09-04 15:32:26,,,2024-04-17 12:41:25,73,,1
TYVWISB44B,Reliable 20240912,,0,3ce0648b5713,,172.17.2.119,5,2,0,0,,,11198,184.71.162.178,192.168.1.95,2024-11-25 18:43:50,,,2024-04-17 18:38:15,,,2024-09-12 16:02:19,,2024-04-04 15:42:59,0,,1
UEDH7NB5AD,Reliable 20240912 PRO,,1,60e85bf38c94,10.241.64.178,172.17.2.120,5,0,0,0,,,11198,184.71.162.178,192.168.1.89,2024-11-25 22:47:05,,,2024-11-25 23:09:20,,,2024-09-14 15:10:56,,2024-03-13 17:34:12,71,,1
UFW7GSB44B,Reliable 20240912,,0,3ce0646fd8b4,,172.17.2.152,5,2,0,0,,,11198,184.71.162.178,192.168.1.119,2024-11-25 19:02:24,,,2024-09-04 17:16:51,,2024-04-19 17:53:05,2024-09-12 16:02:26,,2024-03-23 17:34:12,0,,1
